transaction_id,property_id,transaction_date,transaction_price,transaction_type,agent_id,title,property_type,bedrooms,bathrooms,size_sqm,location_id,listing_price,status,listed_date,Listed_date,neighborhood,city,state,avg_price_per_sqm,price_per_sqm,transaction_year,transaction_of_month,price_hold
518,247,2025-12-25,463559050,Sale,1003,Land in Rumuodara,Land,0,0,929,5,447552031,Sold,2025-02-26,2025-02-26,Rumuodara,Obio-Akpor,Rivers,420000,498987.13670613564,2025,December,-16007019
519,248,2027-02-17,828078214,Sale,1029,Land in Old GRA,Land,0,0,760,3,793151186,Rented,2026-03-16,2026-03-16,Old GRA,Port Harcourt,Rivers,800000,1089576.597368421,2027,February,-34927028
520,249,2024-11-01,45569571,Lease,1012,Flat in Borokiri,Residential,3,2,137,11,44709176,Available,2023-11-05,2023-11-05,Borokiri,Port Harcourt,Rivers,300000,332624.60583941604,2024,November,-860395
521,249,2025-08-29,48616828,Lease,1026,Flat in Borokiri,Residential,3,2,137,11,44709176,Available,2023-11-05,2023-11-05,Borokiri,Port Harcourt,Rivers,300000,354867.3576642336,2025,August,-3907652
522,249,2026-03-26,53238798,Rent,1030,Flat in Borokiri,Residential,3,2,137,11,44709176,Available,2023-11-05,2023-11-05,Borokiri,Port Harcourt,Rivers,300000,388604.36496350367,2026,March,-8529622
523,250,2024-05-11,319802253,Sale,1009,Commercial in GRA Phase 2,Commercial,0,1,275,2,339321776,Rented,2023-06-22,2023-06-22,GRA Phase 2,Port Harcourt,Rivers,920000,1162917.2836363637,2024,May,19519523
524,250,2024-10-07,393822870,Sale,1010,Commercial in GRA Phase 2,Commercial,0,1,275,2,339321776,Rented,2023-06-22,2023-06-22,GRA Phase 2,Port Harcourt,Rivers,920000,1432083.1636363636,2024,October,-54501094
525,250,2025-08-11,367687793,Sale,1001,Commercial in GRA Phase 2,Commercial,0,1,275,2,339321776,Rented,2023-06-22,2023-06-22,GRA Phase 2,Port Harcourt,Rivers,920000,1337046.52,2025,August,-28366017
526,251,2026-05-09,96856524,Rent,1001,Flat in GRA Phase 1,Residential,1,1,91,1,93114769,Rented,2025-06-18,2025-06-18,GRA Phase 1,Port Harcourt,Rivers,850000,1064357.4065934066,2026,May,-3741755
527,252,2025-09-11,82374653,Sale,1005,Flat in Town,Residential,3,2,107,12,81234578,Sold,2025-03-04,2025-03-04,Town,Port Harcourt,Rivers,580000,769856.5700934579,2025,September,-1140075
528,253,2026-07-25,105930183,Rent,1014,Duplex in Rumuola,Residential,3,4,213,6,108081032,Rented,2026-02-16,2026-02-16,Rumuola,Obio-Akpor,Rivers,500000,497324.8028169014,2026,July,2150849
529,253,2027-07-03,110160491,Rent,1013,Duplex in Rumuola,Residential,3,4,213,6,108081032,Rented,2026-02-16,2026-02-16,Rumuola,Obio-Akpor,Rivers,500000,517185.40375586855,2027,July,-2079459
530,253,2028-02-29,123794728,Rent,1016,Duplex in Rumuola,Residential,3,4,213,6,108081032,Rented,2026-02-16,2026-02-16,Rumuola,Obio-Akpor,Rivers,500000,581195.9061032864,2028,February,-15713696
531,254,2027-03-29,263298519,Lease,1019,Commercial in GRA Phase 2,Commercial,0,3,229,2,255316103,Available,2026-05-19,2026-05-19,GRA Phase 2,Port Harcourt,Rivers,920000,1149775.192139738,2027,March,-7982416
532,254,2027-11-17,282112466,Rent,1004,Commercial in GRA Phase 2,Commercial,0,3,229,2,255316103,Available,2026-05-19,2026-05-19,GRA Phase 2,Port Harcourt,Rivers,920000,1231932.1659388647,2027,November,-26796363
533,254,2028-08-01,300540709,Sale,1004,Commercial in GRA Phase 2,Commercial,0,3,229,2,255316103,Available,2026-05-19,2026-05-19,GRA Phase 2,Port Harcourt,Rivers,920000,1312404.84279476,2028,August,-45224606
534,255,2025-10-02,179295504,Rent,1023,Duplex in Rumuokoro,Residential,3,3,359,4,162376468,Available,2025-03-13,2025-03-13,Rumuokoro,Obio-Akpor,Rivers,450000,499430.3732590529,2025,October,-16919036
535,255,2025-11-27,162918982,Rent,1001,Duplex in Rumuokoro,Residential,3,3,359,4,162376468,Available,2025-03-13,2025-03-13,Rumuokoro,Obio-Akpor,Rivers,450000,453813.32033426187,2025,November,-542514
536,256,2025-08-01,394763034,Lease,1003,Land in Rumuola,Land,0,0,617,6,348438729,Available,2024-11-03,2024-11-03,Rumuola,Obio-Akpor,Rivers,500000,639810.4278768233,2025,August,-46324305
537,257,2026-06-14,587868534,Sale,1024,Land in Woji,Land,0,0,961,7,626452269,Sold,2025-11-07,2025-11-07,Woji,Obio-Akpor,Rivers,550000,611725.8418314256,2026,June,38583735
538,258,2025-02-21,396975175,Lease,1023,Land in Woji,Land,0,0,671,7,370686011,Sold,2024-03-14,2024-03-14,Woji,Obio-Akpor,Rivers,550000,591617.2503725783,2025,February,-26289164
539,258,2025-04-21,453855823,Sale,1021,Land in Woji,Land,0,0,671,7,370686011,Sold,2024-03-14,2024-03-14,Woji,Obio-Akpor,Rivers,550000,676387.217585693,2025,April,-83169812
540,259,2024-03-26,200761557,Rent,1010,Commercial in D-Line,Commercial,0,2,215,10,179953441,Available,2023-11-14,2023-11-14,D-Line,Port Harcourt,Rivers,620000,933774.6837209302,2024,March,-20808116
541,260,2024-07-13,235482473,Sale,1020,Duplex in Rumuola,Residential,3,2,352,6,226722563,Rented,2023-09-26,2023-09-26,Rumuola,Obio-Akpor,Rivers,500000,668984.2982954546,2024,July,-8759910
542,260,2024-08-30,226650040,Rent,1001,Duplex in Rumuola,Residential,3,2,352,6,226722563,Rented,2023-09-26,2023-09-26,Rumuola,Obio-Akpor,Rivers,500000,643892.1590909091,2024,August,72523
543,260,2024-11-12,279918742,Lease,1012,Duplex in Rumuola,Residential,3,2,352,6,226722563,Rented,2023-09-26,2023-09-26,Rumuola,Obio-Akpor,Rivers,500000,795223.6988636364,2024,November,-53196179
544,261,2024-10-31,58190432,Sale,1024,Commercial in Diobu,Commercial,0,2,183,9,60234092,Rented,2023-12-06,2023-12-06,Diobu,Port Harcourt,Rivers,350000,317980.5027322404,2024,October,2043660
545,261,2025-01-15,66203628,Rent,1027,Commercial in Diobu,Commercial,0,2,183,9,60234092,Rented,2023-12-06,2023-12-06,Diobu,Port Harcourt,Rivers,350000,361768.45901639346,2025,January,-5969536
546,262,2024-11-25,153571477,Lease,1008,Commercial in Ada George,Commercial,0,1,310,8,153583876,Sold,2024-05-01,2024-05-01,Ada George,Obio-Akpor,Rivers,480000,495391.86129032256,2024,November,12399
547,262,2025-04-03,163755788,Lease,1019,Commercial in Ada George,Commercial,0,1,310,8,153583876,Sold,2024-05-01,2024-05-01,Ada George,Obio-Akpor,Rivers,480000,528244.4774193548,2025,April,-10171912
548,262,2025-07-31,158840381,Sale,1018,Commercial in Ada George,Commercial,0,1,310,8,153583876,Sold,2024-05-01,2024-05-01,Ada George,Obio-Akpor,Rivers,480000,512388.3258064516,2025,July,-5256505
549,263,2026-03-10,172623185,Rent,1009,Duplex in Rumuola,Residential,6,3,302,6,151714826,Available,2025-08-18,2025-08-18,Rumuola,Obio-Akpor,Rivers,500000,571599.9503311259,2026,March,-20908359
550,263,2027-01-28,158333353,Lease,1013,Duplex in Rumuola,Residential,6,3,302,6,151714826,Available,2025-08-18,2025-08-18,Rumuola,Obio-Akpor,Rivers,500000,524282.62582781457,2027,January,-6618527
551,264,2026-05-17,160333420,Lease,1022,Duplex in Diobu,Residential,6,5,324,9,140509632,Rented,2025-10-26,2025-10-26,Diobu,Port Harcourt,Rivers,350000,494856.23456790124,2026,May,-19823788
552,265,2023-11-24,109377039,Lease,1003,Commercial in Rumuodara,Commercial,0,2,202,5,106103416,Sold,2023-10-11,2023-10-11,Rumuodara,Obio-Akpor,Rivers,420000,541470.4900990099,2023,November,-3273623
553,265,2024-04-14,116219311,Sale,1026,Commercial in Rumuodara,Commercial,0,2,202,5,106103416,Sold,2023-10-11,2023-10-11,Rumuodara,Obio-Akpor,Rivers,420000,575343.1237623763,2024,April,-10115895
554,265,2024-11-10,113532103,Sale,1023,Commercial in Rumuodara,Commercial,0,2,202,5,106103416,Sold,2023-10-11,2023-10-11,Rumuodara,Obio-Akpor,Rivers,420000,562040.1138613861,2024,November,-7428687
555,266,2025-07-26,343431928,Rent,1024,Land in Diobu,Land,0,0,956,9,364812816,Rented,2025-01-30,2025-01-30,Diobu,Port Harcourt,Rivers,350000,359238.41841004184,2025,July,21380888
556,267,2024-07-22,519480107,Lease,1011,Land in Diobu,Land,0,0,1028,9,458006020,Sold,2023-09-13,2023-09-13,Diobu,Port Harcourt,Rivers,350000,505330.843385214,2024,July,-61474087
557,268,2025-12-23,406278812,Rent,1022,Land in Rumuodara,Land,0,0,1081,5,422309502,Rented,2025-07-09,2025-07-09,Rumuodara,Obio-Akpor,Rivers,420000,375836.0888066605,2025,December,16030690
558,268,2026-04-29,468904792,Sale,1008,Land in Rumuodara,Land,0,0,1081,5,422309502,Rented,2025-07-09,2025-07-09,Rumuodara,Obio-Akpor,Rivers,420000,433769.46530989825,2026,April,-46595290
559,268,2026-10-11,461924107,Sale,1027,Land in Rumuodara,Land,0,0,1081,5,422309502,Rented,2025-07-09,2025-07-09,Rumuodara,Obio-Akpor,Rivers,420000,427311.84736355225,2026,October,-39614605
560,269,2024-10-28,44901301,Sale,1004,Flat in Rumuola,Residential,4,3,71,6,46973835,Sold,2024-03-30,2024-03-30,Rumuola,Obio-Akpor,Rivers,500000,632412.690140845,2024,October,2072534
561,269,2025-08-06,53437675,Rent,1002,Flat in Rumuola,Residential,4,3,71,6,46973835,Sold,2024-03-30,2024-03-30,Rumuola,Obio-Akpor,Rivers,500000,752643.309859155,2025,August,-6463840
562,269,2026-03-14,56984854,Lease,1029,Flat in Rumuola,Residential,4,3,71,6,46973835,Sold,2024-03-30,2024-03-30,Rumuola,Obio-Akpor,Rivers,500000,802603.5774647887,2026,March,-10011019
563,270,2025-07-24,100853333,Rent,1009,Duplex in Rumuokoro,Residential,3,5,207,4,97642343,Available,2025-02-04,2025-02-04,Rumuokoro,Obio-Akpor,Rivers,450000,487214.1690821256,2025,July,-3210990
564,270,2026-06-14,94545630,Rent,1026,Duplex in Rumuokoro,Residential,3,5,207,4,97642343,Available,2025-02-04,2025-02-04,Rumuokoro,Obio-Akpor,Rivers,450000,456742.17391304346,2026,June,3096713
565,270,2027-04-16,94415403,Lease,1013,Duplex in Rumuokoro,Residential,3,5,207,4,97642343,Available,2025-02-04,2025-02-04,Rumuokoro,Obio-Akpor,Rivers,450000,456113.05797101447,2027,April,3226940
566,271,2025-07-05,144229680,Rent,1017,Commercial in Rumuokoro,Commercial,0,1,291,4,126009175,Available,2024-10-14,2024-10-14,Rumuokoro,Obio-Akpor,Rivers,450000,495634.6391752577,2025,July,-18220505
567,272,2025-09-28,113098162,Sale,1013,Duplex in D-Line,Residential,4,3,199,10,122570590,Rented,2025-08-25,2025-08-25,D-Line,Port Harcourt,Rivers,620000,568332.472361809,2025,September,9472428
568,272,2026-04-12,127643796,Lease,1006,Duplex in D-Line,Residential,4,3,199,10,122570590,Rented,2025-08-25,2025-08-25,D-Line,Port Harcourt,Rivers,620000,641426.1105527638,2026,April,-5073206
569,272,2026-09-10,129300853,Rent,1011,Duplex in D-Line,Residential,4,3,199,10,122570590,Rented,2025-08-25,2025-08-25,D-Line,Port Harcourt,Rivers,620000,649753.0301507538,2026,September,-6730263
570,273,2024-02-14,104936610,Rent,1025,Flat in Old GRA,Residential,4,3,117,3,108358298,Available,2023-06-12,2023-06-12,Old GRA,Port Harcourt,Rivers,800000,896894.1025641026,2024,February,3421688
571,273,2024-10-06,108496506,Sale,1019,Flat in Old GRA,Residential,4,3,117,3,108358298,Available,2023-06-12,2023-06-12,Old GRA,Port Harcourt,Rivers,800000,927320.5641025641,2024,October,-138208
572,274,2025-01-07,306805923,Rent,1009,Duplex in Town,Residential,4,3,450,12,277084746,Available,2024-08-13,2024-08-13,Town,Port Harcourt,Rivers,580000,681790.94,2025,January,-29721177
573,274,2025-11-17,299526289,Lease,1007,Duplex in Town,Residential,4,3,450,12,277084746,Available,2024-08-13,2024-08-13,Town,Port Harcourt,Rivers,580000,665613.9755555555,2025,November,-22441543
574,274,2026-03-03,300644336,Sale,1006,Duplex in Town,Residential,4,3,450,12,277084746,Available,2024-08-13,2024-08-13,Town,Port Harcourt,Rivers,580000,668098.5244444445,2026,March,-23559590
575,275,2026-07-12,159623526,Rent,1011,Duplex in Ada George,Residential,3,2,302,8,153644955,Available,2025-07-25,2025-07-25,Ada George,Obio-Akpor,Rivers,480000,528554.7218543047,2026,July,-5978571
576,276,2026-10-12,1342997722,Rent,1002,Land in GRA Phase 1,Land,0,0,1156,1,1279908664,Rented,2026-05-07,2026-05-07,GRA Phase 1,Port Harcourt,Rivers,850000,1161762.7352941176,2026,October,-63089058
577,276,2027-02-02,1218902204,Lease,1016,Land in GRA Phase 1,Land,0,0,1156,1,1279908664,Rented,2026-05-07,2026-05-07,GRA Phase 1,Port Harcourt,Rivers,850000,1054413.6712802767,2027,February,61006460
578,277,2025-01-25,915765300,Lease,1012,Land in Old GRA,Land,0,0,947,3,839184326,Rented,2024-05-10,2024-05-10,Old GRA,Port Harcourt,Rivers,800000,967017.212249208,2025,January,-76580974
579,278,2025-06-02,82370903,Lease,1004,Flat in GRA Phase 1,Residential,3,2,114,1,82440792,Available,2024-12-23,2024-12-23,GRA Phase 1,Port Harcourt,Rivers,850000,722551.7807017544,2025,June,69889
580,278,2026-05-08,80821001,Rent,1021,Flat in GRA Phase 1,Residential,3,2,114,1,82440792,Available,2024-12-23,2024-12-23,GRA Phase 1,Port Harcourt,Rivers,850000,708956.149122807,2026,May,1619791
581,278,2026-09-04,100146903,Lease,1012,Flat in GRA Phase 1,Residential,3,2,114,1,82440792,Available,2024-12-23,2024-12-23,GRA Phase 1,Port Harcourt,Rivers,850000,878481.6052631579,2026,September,-17706111
582,279,2026-09-13,457732487,Lease,1029,Commercial in Old GRA,Commercial,0,2,440,3,416805822,Sold,2025-12-08,2025-12-08,Old GRA,Port Harcourt,Rivers,800000,1040301.1068181818,2026,September,-40926665
583,279,2027-08-23,405932447,Rent,1005,Commercial in Old GRA,Commercial,0,2,440,3,416805822,Sold,2025-12-08,2025-12-08,Old GRA,Port Harcourt,Rivers,800000,922573.7431818182,2027,August,10873375
584,279,2028-08-14,485714371,Lease,1014,Commercial in Old GRA,Commercial,0,2,440,3,416805822,Sold,2025-12-08,2025-12-08,Old GRA,Port Harcourt,Rivers,800000,1103896.2977272726,2028,August,-68908549
585,280,2026-06-30,964743135,Sale,1003,Land in GRA Phase 2,Land,0,0,838,2,865048713,Rented,2025-11-05,2025-11-05,GRA Phase 2,Port Harcourt,Rivers,920000,1151244.791169451,2026,June,-99694422
586,280,2026-11-23,854954320,Rent,1010,Land in GRA Phase 2,Land,0,0,838,2,865048713,Rented,2025-11-05,2025-11-05,GRA Phase 2,Port Harcourt,Rivers,920000,1020231.8854415275,2026,November,10094393
587,280,2027-10-28,967582494,Lease,1029,Land in GRA Phase 2,Land,0,0,838,2,865048713,Rented,2025-11-05,2025-11-05,GRA Phase 2,Port Harcourt,Rivers,920000,1154633.0477326969,2027,October,-102533781
588,281,2024-02-24,794910066,Lease,1014,Land in GRA Phase 1,Land,0,0,699,1,764472437,Rented,2023-03-31,2023-03-31,GRA Phase 1,Port Harcourt,Rivers,850000,1137210.3948497854,2024,February,-30437629
589,281,2024-04-05,722929823,Sale,1022,Land in GRA Phase 1,Land,0,0,699,1,764472437,Rented,2023-03-31,2023-03-31,GRA Phase 1,Port Harcourt,Rivers,850000,1034234.3676680973,2024,April,41542614
590,282,2025-03-12,135685839,Lease,1004,Commercial in Rumuola,Commercial,0,3,229,6,140108874,Available,2025-01-01,2025-01-01,Rumuola,Obio-Akpor,Rivers,500000,592514.5807860262,2025,March,4423035
591,282,2025-12-09,145042557,Sale,1025,Commercial in Rumuola,Commercial,0,3,229,6,140108874,Available,2025-01-01,2025-01-01,Rumuola,Obio-Akpor,Rivers,500000,633373.6113537118,2025,December,-4933683
592,282,2026-02-19,133446228,Rent,1005,Commercial in Rumuola,Commercial,0,3,229,6,140108874,Available,2025-01-01,2025-01-01,Rumuola,Obio-Akpor,Rivers,500000,582734.6200873363,2026,February,6662646
593,283,2025-06-28,249683364,Rent,1010,Duplex in Old GRA,Residential,4,2,350,3,256677342,Rented,2024-12-22,2024-12-22,Old GRA,Port Harcourt,Rivers,800000,713381.04,2025,June,6993978
594,283,2025-09-30,249823719,Sale,1001,Duplex in Old GRA,Residential,4,2,350,3,256677342,Rented,2024-12-22,2024-12-22,Old GRA,Port Harcourt,Rivers,800000,713782.0542857143,2025,September,6853623
595,284,2024-04-17,321520900,Lease,1028,Duplex in Town,Residential,4,5,425,12,287386443,Available,2023-10-04,2023-10-04,Town,Port Harcourt,Rivers,580000,756519.7647058824,2024,April,-34134457
596,284,2024-10-03,310893547,Sale,1023,Duplex in Town,Residential,4,5,425,12,287386443,Available,2023-10-04,2023-10-04,Town,Port Harcourt,Rivers,580000,731514.2282352941,2024,October,-23507104
597,285,2025-01-13,194914024,Rent,1021,Commercial in Old GRA,Commercial,0,1,250,3,190159099,Available,2024-02-13,2024-02-13,Old GRA,Port Harcourt,Rivers,800000,779656.096,2025,January,-4754925
598,285,2025-09-22,211240346,Rent,1018,Commercial in Old GRA,Commercial,0,1,250,3,190159099,Available,2024-02-13,2024-02-13,Old GRA,Port Harcourt,Rivers,800000,844961.384,2025,September,-21081247
599,285,2026-04-17,211583034,Sale,1026,Commercial in Old GRA,Commercial,0,1,250,3,190159099,Available,2024-02-13,2024-02-13,Old GRA,Port Harcourt,Rivers,800000,846332.136,2026,April,-21423935
600,286,2024-08-31,175665774,Sale,1010,Duplex in Rumuodara,Residential,5,5,422,5,173102665,Sold,2024-01-27,2024-01-27,Rumuodara,Obio-Akpor,Rivers,420000,416269.6066350711,2024,August,-2563109
601,286,2025-06-24,188085686,Sale,1012,Duplex in Rumuodara,Residential,5,5,422,5,173102665,Sold,2024-01-27,2024-01-27,Rumuodara,Obio-Akpor,Rivers,420000,445700.67772511847,2025,June,-14983021
602,287,2025-02-26,141190425,Lease,1025,Duplex in Rumuokoro,Residential,3,4,319,4,130951693,Sold,2025-01-23,2025-01-23,Rumuokoro,Obio-Akpor,Rivers,450000,442603.2131661442,2025,February,-10238732
603,287,2025-04-01,147519782,Lease,1020,Duplex in Rumuokoro,Residential,3,4,319,4,130951693,Sold,2025-01-23,2025-01-23,Rumuokoro,Obio-Akpor,Rivers,450000,462444.4576802508,2025,April,-16568089
604,287,2025-05-04,141222019,Sale,1014,Duplex in Rumuokoro,Residential,3,4,319,4,130951693,Sold,2025-01-23,2025-01-23,Rumuokoro,Obio-Akpor,Rivers,450000,442702.2539184953,2025,May,-10270326
605,288,2024-09-06,88793031,Rent,1024,Commercial in Borokiri,Commercial,0,4,297,11,90839081,Sold,2024-01-18,2024-01-18,Borokiri,Port Harcourt,Rivers,300000,298966.43434343435,2024,September,2046050
606,288,2025-04-17,92113571,Sale,1014,Commercial in Borokiri,Commercial,0,4,297,11,90839081,Sold,2024-01-18,2024-01-18,Borokiri,Port Harcourt,Rivers,300000,310146.7037037037,2025,April,-1274490
607,289,2024-05-27,317504175,Rent,1009,Commercial in Old GRA,Commercial,0,3,365,3,287141221,Rented,2023-06-19,2023-06-19,Old GRA,Port Harcourt,Rivers,800000,869874.4520547945,2024,May,-30362954
608,289,2025-03-25,320274867,Lease,1007,Commercial in Old GRA,Commercial,0,3,365,3,287141221,Rented,2023-06-19,2023-06-19,Old GRA,Port Harcourt,Rivers,800000,877465.3890410959,2025,March,-33133646
609,289,2025-07-26,293510060,Sale,1021,Commercial in Old GRA,Commercial,0,3,365,3,287141221,Rented,2023-06-19,2023-06-19,Old GRA,Port Harcourt,Rivers,800000,804137.1506849315,2025,July,-6368839
610,290,2024-06-22,338531510,Lease,1007,Commercial in GRA Phase 1,Commercial,0,1,320,1,313133648,Rented,2024-01-05,2024-01-05,GRA Phase 1,Port Harcourt,Rivers,850000,1057910.96875,2024,June,-25397862
611,290,2024-10-07,295176158,Rent,1001,Commercial in GRA Phase 1,Commercial,0,1,320,1,313133648,Rented,2024-01-05,2024-01-05,GRA Phase 1,Port Harcourt,Rivers,850000,922425.49375,2024,October,17957490
612,291,2025-02-18,175229535,Rent,1015,Duplex in Old GRA,Residential,5,2,220,3,178456951,Sold,2024-08-28,2024-08-28,Old GRA,Port Harcourt,Rivers,800000,796497.8863636364,2025,February,3227416
613,292,2025-03-06,63309024,Lease,1007,Commercial in Borokiri,Commercial,0,4,185,11,66315973,Sold,2024-12-20,2024-12-20,Borokiri,Port Harcourt,Rivers,300000,342210.94054054056,2025,March,3006949
614,293,2025-10-04,693974213,Lease,1023,Land in Rumuokoro,Land,0,0,1044,4,603701732,Rented,2024-12-23,2024-12-23,Rumuokoro,Obio-Akpor,Rivers,450000,664726.2576628353,2025,October,-90272481
615,293,2026-04-21,600051534,Sale,1002,Land in Rumuokoro,Land,0,0,1044,4,603701732,Rented,2024-12-23,2024-12-23,Rumuokoro,Obio-Akpor,Rivers,450000,574762.0057471264,2026,April,3650198
616,294,2023-07-03,269053427,Sale,1007,Commercial in Rumuokoro,Commercial,0,3,427,4,257483620,Available,2023-04-28,2023-04-28,Rumuokoro,Obio-Akpor,Rivers,450000,630101.7025761125,2023,July,-11569807
617,294,2023-12-08,305130671,Sale,1004,Commercial in Rumuokoro,Commercial,0,3,427,4,257483620,Available,2023-04-28,2023-04-28,Rumuokoro,Obio-Akpor,Rivers,450000,714591.7353629976,2023,December,-47647051
618,295,2024-04-29,228273949,Lease,1008,Commercial in Rumuola,Commercial,0,3,362,6,226349185,Available,2023-11-24,2023-11-24,Rumuola,Obio-Akpor,Rivers,500000,630591.0193370166,2024,April,-1924764
619,295,2024-06-15,230363538,Rent,1025,Commercial in Rumuola,Commercial,0,3,362,6,226349185,Available,2023-11-24,2023-11-24,Rumuola,Obio-Akpor,Rivers,500000,636363.364640884,2024,June,-4014353
620,295,2024-10-29,242773558,Rent,1010,Commercial in Rumuola,Commercial,0,3,362,6,226349185,Available,2023-11-24,2023-11-24,Rumuola,Obio-Akpor,Rivers,500000,670645.1878453039,2024,October,-16424373
621,296,2025-04-15,50841987,Rent,1030,Flat in Old GRA,Residential,4,3,64,3,46751488,Rented,2024-04-28,2024-04-28,Old GRA,Port Harcourt,Rivers,800000,794406.046875,2025,April,-4090499
622,297,2025-12-16,186264413,Lease,1007,Duplex in Old GRA,Residential,5,5,196,3,180719434,Sold,2025-07-10,2025-07-10,Old GRA,Port Harcourt,Rivers,800000,950328.637755102,2025,December,-5544979
623,298,2025-08-14,159385902,Sale,1021,Duplex in Rumuola,Residential,6,2,250,6,139341242,Sold,2025-03-26,2025-03-26,Rumuola,Obio-Akpor,Rivers,500000,637543.608,2025,August,-20044660
624,299,2026-02-11,90714330,Rent,1004,Duplex in Diobu,Residential,4,2,193,9,82264918,Rented,2025-10-19,2025-10-19,Diobu,Port Harcourt,Rivers,350000,470022.4352331606,2026,February,-8449412
625,300,2025-08-05,205177118,Rent,1026,Commercial in D-Line,Commercial,0,1,234,10,179533923,Available,2025-07-02,2025-07-02,D-Line,Port Harcourt,Rivers,620000,876825.2905982906,2025,August,-25643195
626,301,2024-05-01,63681469,Sale,1008,Duplex in Borokiri,Residential,6,3,242,11,66636941,Sold,2023-06-01,2023-06-01,Borokiri,Port Harcourt,Rivers,300000,263146.5661157025,2024,May,2955472
627,301,2024-07-16,71515307,Lease,1030,Duplex in Borokiri,Residential,6,3,242,11,66636941,Sold,2023-06-01,2023-06-01,Borokiri,Port Harcourt,Rivers,300000,295517.79752066114,2024,July,-4878366
628,301,2025-07-01,66732154,Lease,1021,Duplex in Borokiri,Residential,6,3,242,11,66636941,Sold,2023-06-01,2023-06-01,Borokiri,Port Harcourt,Rivers,300000,275752.70247933886,2025,July,-95213
629,302,2025-01-08,29600414,Sale,1011,Flat in Diobu,Residential,4,3,71,9,31193126,Rented,2024-10-16,2024-10-16,Diobu,Port Harcourt,Rivers,350000,416907.23943661974,2025,January,1592712
630,302,2026-01-03,36794128,Lease,1024,Flat in Diobu,Residential,4,3,71,9,31193126,Rented,2024-10-16,2024-10-16,Diobu,Port Harcourt,Rivers,350000,518227.1549295775,2026,January,-5601002
631,302,2026-08-14,33687693,Sale,1009,Flat in Diobu,Residential,4,3,71,9,31193126,Rented,2024-10-16,2024-10-16,Diobu,Port Harcourt,Rivers,350000,474474.54929577466,2026,August,-2494567
632,303,2024-09-02,155902888,Rent,1023,Duplex in Diobu,Residential,3,4,333,9,148680623,Sold,2023-12-23,2023-12-23,Diobu,Port Harcourt,Rivers,350000,468176.8408408408,2024,September,-7222265
633,303,2025-07-19,147321355,Lease,1011,Duplex in Diobu,Residential,3,4,333,9,148680623,Sold,2023-12-23,2023-12-23,Diobu,Port Harcourt,Rivers,350000,442406.4714714715,2025,July,1359268
634,304,2025-03-31,74224106,Rent,1006,Flat in D-Line,Residential,1,1,85,10,65665930,Sold,2024-04-29,2024-04-29,D-Line,Port Harcourt,Rivers,620000,873224.7764705883,2025,March,-8558176
635,304,2025-07-18,66318631,Lease,1018,Flat in D-Line,Residential,1,1,85,10,65665930,Sold,2024-04-29,2024-04-29,D-Line,Port Harcourt,Rivers,620000,780219.1882352941,2025,July,-652701
636,305,2026-01-16,484463210,Rent,1006,Land in D-Line,Land,0,0,669,10,467461505,Sold,2025-01-25,2025-01-25,D-Line,Port Harcourt,Rivers,620000,724160.2541106129,2026,January,-17001705
637,306,2026-04-11,22513167,Sale,1011,Flat in Borokiri,Residential,1,1,68,11,20494765,Rented,2025-09-07,2025-09-07,Borokiri,Port Harcourt,Rivers,300000,331075.98529411765,2026,April,-2018402
638,306,2027-02-10,23899529,Sale,1017,Flat in Borokiri,Residential,1,1,68,11,20494765,Rented,2025-09-07,2025-09-07,Borokiri,Port Harcourt,Rivers,300000,351463.6617647059,2027,February,-3404764
639,306,2027-12-19,21597478,Lease,1011,Flat in Borokiri,Residential,1,1,68,11,20494765,Rented,2025-09-07,2025-09-07,Borokiri,Port Harcourt,Rivers,300000,317609.9705882353,2027,December,-1102713
640,307,2025-01-05,181065811,Rent,1003,Commercial in Woji,Commercial,0,4,394,7,192185889,Rented,2024-10-11,2024-10-11,Woji,Obio-Akpor,Rivers,550000,459557.8959390863,2025,January,11120078
641,307,2025-04-11,181821795,Sale,1007,Commercial in Woji,Commercial,0,4,394,7,192185889,Rented,2024-10-11,2024-10-11,Woji,Obio-Akpor,Rivers,550000,461476.63705583755,2025,April,10364094
642,308,2026-02-13,648718364,Rent,1027,Land in GRA Phase 1,Land,0,0,760,1,699564123,Sold,2025-11-25,2025-11-25,GRA Phase 1,Port Harcourt,Rivers,850000,853576.7947368422,2026,February,50845759
643,309,2026-03-31,129927541,Rent,1009,Flat in Town,Residential,2,1,158,12,122168244,Rented,2025-06-05,2025-06-05,Town,Port Harcourt,Rivers,580000,822326.2088607595,2026,March,-7759297
644,309,2026-08-21,127468137,Sale,1001,Flat in Town,Residential,2,1,158,12,122168244,Rented,2025-06-05,2025-06-05,Town,Port Harcourt,Rivers,580000,806760.3607594937,2026,August,-5299893
645,310,2024-11-09,325341810,Sale,1015,Land in Borokiri,Land,0,0,1151,11,314941417,Sold,2023-11-10,2023-11-10,Borokiri,Port Harcourt,Rivers,300000,282660.1303214596,2024,November,-10400393
646,311,2024-11-06,76717691,Lease,1027,Flat in Woji,Residential,2,1,101,7,73179843,Sold,2024-04-06,2024-04-06,Woji,Obio-Akpor,Rivers,550000,759581.0990099009,2024,November,-3537848
